Notice ID,Publication date,Contracting authority name,Contracting authority country code,ContractID,Title,Description,Value,Currency,Awarded supplier,Awarded supplier country code,Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 6 - MRI Scanners for Clinical Use,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 6 - MRI Scanners for Clinical Use",4732720.00,EUR,HORIBA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 7 - Diffraction Apparatus,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 7: Diffraction Apparatus",3294166.00,EUR,JEOL (UK) Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 8 - MRI Scanners for Research Use,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 8: MRI Scanners for Research Use",3294166.00,EUR,Lambda Photometrics Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 9 - Molecular Spectrophotometers,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 9: Molecular Spectrophotometers",3108375.58,EUR,Moorfield Nanotechnology Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 10 - Polycrystalline & Single Crystal X-Ray Analysis Equipment,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 10: Polycrystalline & single crystal X-Ray analysis equipment",2672470.40,EUR,Tescan UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 11 - Image Based High Content Screening & Analysis Equipment,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 11: Image based High Content Screening and Analysis Equipment",2600344.00,EUR,Agilent Technologies LDA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 12 - Atomic Spectrophotometers,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 12: Atomic Spectrophotometers",2189800.62,EUR,Carl Zeiss Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 13 - Real Time Polymerase Chain Reaction (RT-PCR) & (QPCR),"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 13: Real Time Polymerase Chain Reaction (RT-PCR) and (QPCR)",1728846.85,EUR,FEI UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 14 - Raman Microscopes,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 14: Raman Microscopes",1525859.60,EUR,Hitachi High-Technologies Europe GmbH,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 15 - X-Ray Microscopes,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance.Lot 15: X-Ray Microscopes",1227200.00,EUR,HORIBA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 16 - X-Ray Elemental Analysis Equipment,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 16: X-Ray elemental analysis equipment",1002397.19,EUR,JEOL (UK) Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,: Lot 17 - Raman Spectrophotometers,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 17: Raman Spectrophotometers",193181123.78,EUR,Lambda Photometrics Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Missing: Title,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 18: Focused Ion Beam Microscopes",96000.00,EUR,Moorfield Nanotechnology Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 19 - MRI Scanners for Veterinary Use,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 19: MRI Scanners for Veterinary Use",2000000.00,EUR,Tescan UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 20 - Scanning Probe Microscopes,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 20: Scanning Probe Microscopes",2000000.00,EUR,Philips Healthcare,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,LAB3123 NW,Lot 23 - EPR (ESR) Spectrometers,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 21: Sintering Furnaces",2000000.00,EUR,Bruker UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 22: Dilution Refrigerators",Missing: Value,Missing: Value,Rigaku SE,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the Supply and Installation of High Value Laboratory Equipment. Economic Operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be bound to accept any Tender and reserves the right not to conclude a Framework Agreement for High Value Laboratory Equipment for which Tenders are invited nor does it constitute an offer to enter into a contractual relationship. All costs incurred in relation to preparing and submitting a Tender are to be borne by the Economic Operator. NWUPC shall not accept liability for any associated costs sustained by Economic Operators. This Framework Agreement will commence on 01/08/2019 for an initial period of 24 months until 31/07/2021 with the option to extend the Agreement for 12 months until 31/07/2022 and a further 12 months until 31/07/2023 subject to satisfactory Economic Operator performance. Lot 23: EPR (ESR) Spectrometers",Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Tescan UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,MR Solutions Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Philips Healthcare UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Agilent Technologies LDA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Jasco UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,PerkinElmer LAS (UK) Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Spectronic Camspec Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Lambda Photometrics Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Rigaku SE,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,PerkinElmer LAS (UK) Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Agilent Technologies LDA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,PerkinElmer LAS (UK) Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Agilent Technologies LDA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Becton Dickinson UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Renishaw PLC,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Carl Zeiss Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,FEI UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Hitachi High-Technologies Europe GmbH,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,JEOL (UK) Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Lambda Photometrics Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Oxford Instruments Nanotechnology Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Renishaw Plc,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Carl Zeiss Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,FEI UK Limited,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Hitachi High-Technologies Europe GmbH,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,JEOL (UK) Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Lambda Photometrics Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Tescan UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,IMV Imaging UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Philips Healthcare,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
